key,description
FP8,"I often find myself wishing I could get closer with lots of new people (1=Strongly disagree, 7=Strongly agree)"
FP9,"I often wish I could become friends with many of the people that I meet (1=Strongly disagree, 7=Strongly agree)"
FP10,"In situations where I am around new people, I often feel really motivated to make new friends (1=Strongly disagree, 7=Strongly agree)"
FP11,"It doesn∆t matter how many friends I have, I am always looking to meet new people to talk to/hang out with (1=Strongly disagree, 7=Strongly agree)"
FP12,"I often wish that others would introduce me to new people to talk to/hang out with (1=Strongly disagree, 7=Strongly agree)"
FP13,"In situations where I am around new people, I find it really easy to make new friends (1=Strongly disagree, 7=Strongly agree)"
Careful,"Considering the potential risk of COVID-19 infection, how careful are you when having in-person interactions?·(1=Not at all, 7=Extremely)"
WashHands,"How often do you wash or sanitize your hands? (1=Less often than before the pandemic, 7=As soon as possible after I come in contact with a person or surface outside my household)"
LargeGroups,"Since March 13, when COVID-19 was declared a global pandemic, how many times have you been exposed to large groups of people (i.e., more than 10 people) while being indoors? Numbers only.·"
LargeGroupReason1,"If you have been exposed to large groups of people (i.e., more than 10 people), what were the reasons? (Family reasons)"
LargeGroupReason2,"If you have been exposed to large groups of people (i.e., more than 10 people), what were the reasons? (Social reasons)"
LargeGroupReason3,"If you have been exposed to large groups of people (i.e., more than 10 people), what were the reasons? (Work-related reasons)"
LargeGroupReason4,"If you have been exposed to large groups of people (i.e., more than 10 people), what were the reasons? (Other reasons)"
LargeGroupReason1text,Family reasons What was the most common family circumstance that brought you together with more than 10 people?
LargeGroupReason2text,Social reasons What was the most common social circumstance that brought you together with more than 10 people? 
LargeGroupReason3text,Work-related reasons What was the most common work-related situation that brought you together with more than 10 people? 
LargeGroupReason4text,Other reasons Briefly describe the other type of situation that brought you together with more than 10 people. 
AskingHelpComposite,
LikelyGiveHelpComposite,
RiskManagementProtestComposite,
TimesHelpGivenComposite,
HousingInsecurityComposite,
NeedForChaosComposite,
NeedForOrderComposite,
FoodInsecurityComposite,
UseGreenSpacesComposite,
ProportionWearMaskComposite,
PFISharedFateAcqComposite,
PFIempathyAcqComposite,
CFCcomposite,
CFCcompositeFuture,
CFCcompositeImmediate,
IncidenceRate,COVID-19 incidence rate
DeathRate,COVID-19 death rate
dc,COVID-19 deaths per incidence ratio
